新闻类别	标题	发布时间	链接详情	新闻内容
education	一屋仨室友同上清华！网友点赞：优秀真的会传染……	2024-07-25	http://edu.people.com.cn/n1/2024/0725/c1006-40285417.html	对于未来的大学生活，三位同学都满怀憧憬——
education	一屋仨室友同上清华！网友点赞：优秀真的会传染……	2024-07-25	http://edu.people.com.cn/n1/2024/0725/c1006-40285417.html	“希望在更自由的环境里，充分发挥自己的潜力，愿自己能奔赴国家最需要的地方，也愿自己的人生中永远有一扇窗是开着的，永葆新鲜与清新。”母翰尧说。
education	一屋仨室友同上清华！网友点赞：优秀真的会传染……	2024-07-25	http://edu.people.com.cn/n1/2024/0725/c1006-40285417.html	郭洋君即将就读于能源与电气类专业，他希望自己在学习到知识的同时，也能遇见很多优秀的人，让自己变得更加优秀。“我期待能够为国家能源事业尽自己的一份力，让祖国更加强大，人民生活更加美满。”
education	一屋仨室友同上清华！网友点赞：优秀真的会传染……	2024-07-25	http://edu.people.com.cn/n1/2024/0725/c1006-40285417.html	“我想多参加大咖讲座，拓宽视野，全方面提升自己。还想抽出时间感受北京丰富的文化底蕴和文化氛围。”王子源表示，自己各学科均衡，期待制定一份属于自己的个性化学习方案，更好地向目标前进。（李依环、苑洁、实习生赵雪祺）
education	教育部：加大本科专业调整力度 支持高校培育交叉融合新兴专业	2024-07-25	http://edu.people.com.cn/n1/2024/0725/c1006-40285323.html	人民网北京7月25日电 （记者李昉）记者从教育部获悉，近日，教育部高等教育司发布《关于开展2024年度普通高等学校本科专业设置工作的通知》(以下简称《通知》)，提出加大本科专业调整力度，着力优化同新发展格局相适应的专业结构和人才培养结构。
education	教育部：加大本科专业调整力度 支持高校培育交叉融合新兴专业	2024-07-25	http://edu.people.com.cn/n1/2024/0725/c1006-40285323.html	《通知》明确，支持高校面向集成电路、人工智能、量子科技、生命健康、能源、绿色低碳、涉外法治、国际传播、国际组织、金融科技等关键领域布局相关专业，有的放矢培养国家战略人才和急需紧缺人才。支持高校深化新工科、新医科、新农科、新文科建设，对现有专业进行改造，培育交叉融合的新兴专业，打造特色优势专业集群。
education	教育部：加大本科专业调整力度 支持高校培育交叉融合新兴专业	2024-07-25	http://edu.people.com.cn/n1/2024/0725/c1006-40285323.html	《通知》要求，省级教育行政部门要做好增设专业形式审核工作，报送本地急需紧缺以及就业率低的专业清单，为优化专业结构提供参考。
education	教育部：加大本科专业调整力度 支持高校培育交叉融合新兴专业	2024-07-25	http://edu.people.com.cn/n1/2024/0725/c1006-40285323.html	此外，《通知》还提到，高校增设本科专业、增设第二学士学位专业、调整专业名称、调整专业学位授予门类或修业年限、撤销专业等，在2024年7月15日—8月31日集中进行备案或审批申请。
education	首经贸发布《京津冀蓝皮书：京津冀发展报告（2024）》	2024-07-24	http://edu.people.com.cn/n1/2024/0724/c1006-40284717.html	人民网北京7月24日电 （记者李依环）《京津冀蓝皮书：京津冀发展报告（2024）》（下称“报告”）日前在首都经济贸易大学发布。报告提出，产业高质量协同发展是京津冀协同发展向纵深推进的关键支撑。为此，要推动产业链与创新链深度融合，提升产业链现代化水平，要保持制造业适度规模，积极推动制造业朝高端化方向发展。
education	首经贸发布《京津冀蓝皮书：京津冀发展报告（2024）》	2024-07-24	http://edu.people.com.cn/n1/2024/0724/c1006-40284717.html	发布会上，北京市发展和改革委员会党组成员、北京市推进京津冀协同发展领导小组办公室副主任、京津冀联合办常务副主任刘伯正回顾了京津冀协同发展重大国家战略提出的历史背景和各阶段工作思路，并从减量发展和结构调整的视角就京津冀经济增速变化的原因作了详细介绍。
education	首经贸发布《京津冀蓝皮书：京津冀发展报告（2024）》	2024-07-24	http://edu.people.com.cn/n1/2024/0724/c1006-40284717.html	首都经济贸易大学党委副书记、校长吴卫星表示，首经贸愿为京津冀协同发展继续搭建研究平台、学术交流平台，充分发挥服务首都发展及服务现代化首都都市圈建设的智囊团和思想库作用，与各方共同谱写京津冀协同发展的新篇章。
education	首经贸发布《京津冀蓝皮书：京津冀发展报告（2024）》	2024-07-24	http://edu.people.com.cn/n1/2024/0724/c1006-40284717.html	首都经济贸易大学特大城市经济社会发展研究院执行院长叶堂林介绍，报告不仅对京津冀制造业、服务业和数字产业等重点产业进行了深入研究，并从创新赋能和高水平对外开放两方面探讨了如何通过科技创新与制度创新“双轮驱动”来推动区域产业发展，还从产业集群打造、产业走廊构建、产业链与创新链融合发展等角度探讨了产业高质量发展的路径。
education	“七七事变”87周年！铭记历史，强我中华	2024-07-24	http://edu.people.com.cn/n1/2024/0724/c446965-40284715.html	87年前的7月7日，卢沟桥上打响了全民族抗战的第一枪。从沉沦到觉醒，从苦难走向辉煌，这段刻骨铭心的历史告诉我们，落后就要挨打，发展才能自强。前事不忘，后事之师，以史为鉴，才能开创未来。本期节目将带大家重新了解这段历史，承扬抗战精神。
education	中学教师被指表白学生？当地通报：已责令免职	2024-07-24	http://edu.people.com.cn/n1/2024/0724/c1006-40284608.html	人民网北京7月24日电 （记者李依环）近日，网传安徽省六安市霍邱县河口中学一名教师向学生发送表白信息，引发广泛关注。今天，霍邱县教育局通过“霍邱发布”公众号发布情况通报称，根据初步调查结果，情况属实。县教育局已责令学校立即免去汪某某政教处主任职务，调离工作岗位，同时已依规将问题线索移交县纪委监委。
education	创新科技小院科研范式 推进农业绿色高质量发展	2024-07-24	http://edu.people.com.cn/n1/2024/0724/c1006-40284271.html	农业绿色发展对于实现国家粮食安全、资源可持续利用和生态文明建设具有重要意义。当前，我国农业正处于从资源消耗向资源高效转型的关键时期，农业生产投入高、产量低、效率低、环境风险大等问题仍较为突出。探索新的农业科研范式，以新质生产力为引擎推进农业绿色发展已成为全国涉农高校和科研机构面临的重大机遇和挑战，成为变革农业教育和人才培养体系、全面支撑乡村振兴的重大需求。
education	创新科技小院科研范式 推进农业绿色高质量发展	2024-07-24	http://edu.people.com.cn/n1/2024/0724/c1006-40284271.html	一是农业科研模式与新时代需求错位。新时代的农业发展需要综合运用农学、生物、生态、信息技术等多个学科的知识和方法，以解决复杂的农业问题。然而，传统的农业科研模式，由于学科的条块划分，往往局限于单一因子、单一目标和单一过程的研究，导致许多研究成果具有片面性和局限性，无法有效指导实际复杂场景下“农业绿色增产增效”多目标协同的农业生产。
education	创新科技小院科研范式 推进农业绿色高质量发展	2024-07-24	http://edu.people.com.cn/n1/2024/0724/c1006-40284271.html	二是技术创新与末端应用错位。传统的农业科研注重理论与技术的先进性和创新性，而忽视了实际场景应用与市场需求。在从试验田到小农户技术转移过程中，农民被动接受科研人员开发的技术与产品，导致技术创新者和末端用户之间的供需错位，技术创新与生产场景条件和农民实际需求不匹配，制约了技术的采纳与应用效果。
education	创新科技小院科研范式 推进农业绿色高质量发展	2024-07-24	http://edu.people.com.cn/n1/2024/0724/c1006-40284271.html	三是技术应用与落地模式错位。技术成果应用对产业化环境、政策支持、资金投入等有差异化的要求。然而，技术研发者多关注技术的先进性和创新性，忽视了技术应用的市场特征和场景特征，与落地应用的环境不匹配，技术成果转化难、推广应用慢、科技贡献率不高。
education	创新科技小院科研范式 推进农业绿色高质量发展	2024-07-24	http://edu.people.com.cn/n1/2024/0724/c1006-40284271.html	在新产业、新业态的驱动下，农业技术需求呈现场景化、信息化、整装化等特点，单项、单环节的技术已不能满足新时代农业发展的新需求。为此，中国农业大学自2009年开始探索建立了“科技创新、社会服务和人才培养”三位一体的科技小院新模式，并逐渐发展成为一种基于现实场景“在发展中做研究、零距离推动改变”的农业科研新范式。
education	创新科技小院科研范式 推进农业绿色高质量发展	2024-07-24	http://edu.people.com.cn/n1/2024/0724/c1006-40284271.html	科技小院师生将科学研究的主战场由实验室转移到“三农”前线，科研人员从大城市的科研院所走向村屯农家和田间地头，在复杂的一线实际场景中发现农业生产面临的问题，遵循“从生产中来，到生产中去”的思路，将技术创新与生产实践、农户需求和国家农业发展紧密结合，在充分尊重农户的权利和需求前提下，形成了“在发展中做研究、零距离推动改变”的农业科研新范式，打破单一学科思维定势，改变了在实验室研究、地头成果推广的“从研究到发展”的传统思路，解决了科技成果转化应用的难题。这一新科研范式的关键在于：
